ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),Labelled energy consumption (kWh/year),CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,9,-,-,-,268,-,-,-,-,-,No,-,Cold,-,China,Yes,-,535.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MF110W90B/W-AU,MF110W90B series,AS/NZS 2040.1:2005/Amdt 3:2010,4.507945256794197,-,4.5,-,0.0,-,0.35,-,"COTTON ECO, 1400rpm, 60°C",-,"Australia,Fiji,New Zealand",0.35,-,173253,Approved,388.0,-,0.0,-,Drum,-,0.5886,-,595.0,-,2030-09-24,,Single product class,Available,,,388.0,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1624
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,9,-,-,-,268,-,-,-,-,-,No,-,Cold,-,China,Yes,-,535.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MF110W90B/T-AU,MF110W90B series,AS/NZS 2040.1:2005/Amdt 3:2010,4.507945256794197,-,4.5,-,0.0,-,0.35,-,"COTTON ECO, 1400rpm, 60°C",-,"Australia,Fiji,New Zealand",0.35,-,173253,Approved,388.0,-,0.0,-,Drum,-,0.5886,-,595.0,-,2030-09-24,,Single product class,Available,,,388.0,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1624
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,10,-,-,-,298,-,-,-,-,-,No,-,Dual,-,China,No,-,620.0,-,Non Drum,-,1050.0,-,-,-,No,-,Top,-,Impeller,-,MT512W100RD series,MT512W100RD series,AS/NZS 2040.1:2005/Amdt 3:2010,4.549712048216911,-,4.5,-,0.0,-,0.4,-,"""Normal"" + ""High"" + ""Warm"" + ""Rinse+ ""3"""" + ""Spin+9""""",-,"Australia,Fiji,New Zealand",0.4,-,173252,Approved,393.198,-,0.0,-,Non-Drum,-,0.5687,-,601.0,-,2030-09-23,,Single product class,Available,,,393.198,-,122.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1617
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,9,-,-,-,268,-,-,-,-,-,No,-,Cold,-,China,Yes,-,535.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MF110W90B series,MF110W90B series,AS/NZS 2040.1:2005/Amdt 3:2010,4.507945256794197,-,4.5,-,0.0,-,0.35,-,"COTTON ECO, 1400rpm, 60°C",-,"Australia,Fiji,New Zealand",0.35,-,173253,Approved,388.0,-,0.0,-,Drum,-,0.5886,-,595.0,-,2030-09-24,,Single product class,Available,,,388.0,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1624
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,10,-,-,-,226,-,-,-,-,-,No,-,Cold,-,China,No,-,535.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,MF210W100BW,MF210W100B series,AS/NZS 2040.1:2005/Amdt 3:2010,5.044727593553289,-,5.0,-,0.0,-,0.45,-,Cotton Eco,-,"Australia,Fiji,New Zealand",0.45,-,173266,Approved,355.998,-,0.0,-,Drum,-,0.5725,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,85.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1627
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,10,-,-,-,226,-,-,-,-,-,No,-,Cold,-,China,No,-,535.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,MF210W100BT,MF210W100B series,AS/NZS 2040.1:2005/Amdt 3:2010,5.044727593553289,-,5.0,-,0.0,-,0.45,-,Cotton Eco,-,"Australia,Fiji,New Zealand",0.45,-,173266,Approved,355.998,-,0.0,-,Drum,-,0.5725,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,85.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1627
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,10,-,-,-,226,-,-,-,-,-,No,-,Cold,-,China,No,-,535.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,MF210W100B series,MF210W100B series,AS/NZS 2040.1:2005/Amdt 3:2010,5.044727593553289,-,5.0,-,0.0,-,0.45,-,Cotton Eco,-,"Australia,Fiji,New Zealand",0.45,-,173266,Approved,355.998,-,0.0,-,Drum,-,0.5725,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,85.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1627
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,9,-,-,-,268,-,-,-,-,-,No,-,Cold,-,China,No,-,575.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,MF210W90BW,MF210W90B series,AS/NZS 2040.1:2005/Amdt 3:2010,4.5862903346176385,-,4.5,-,0.0,-,0.4,-,"COTTON ECO, 60°C, Speed 1400rpm",-,"Australia,Fiji,New Zealand",0.4,-,173280,Approved,397.398,-,0.0,-,Drum,-,0.5528,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1628
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,9,-,-,-,268,-,-,-,-,-,No,-,Cold,-,China,No,-,575.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,MF210W90BT,MF210W90B series,AS/NZS 2040.1:2005/Amdt 3:2010,4.5862903346176385,-,4.5,-,0.0,-,0.4,-,"COTTON ECO, 60°C, Speed 1400rpm",-,"Australia,Fiji,New Zealand",0.4,-,173280,Approved,397.398,-,0.0,-,Drum,-,0.5528,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1628
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,9,-,-,-,268,-,-,-,-,-,No,-,Cold,-,China,No,-,575.0,-,Drum,-,850.0,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,MF210W90B series,MF210W90B series,AS/NZS 2040.1:2005/Amdt 3:2010,4.5862903346176385,-,4.5,-,0.0,-,0.4,-,"COTTON ECO, 60°C, Speed 1400rpm",-,"Australia,Fiji,New Zealand",0.4,-,173280,Approved,397.398,-,0.0,-,Drum,-,0.5528,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1628
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,8,-,-,-,194,-,-,-,-,-,No,-,Cold,-,China,No,-,580.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MF210W80BW,MF210W80B series,AS/NZS 2040.1:2005/Amdt 3:2010,5.0020233991769825,-,5.0,-,0.000147,-,0.37,-,"COTTON ECO, TEMP. 60, SPIN 1400",-,"Australia,Fiji,New Zealand",0.37,-,173282,Approved,268.0,-,0.0,-,Drum,-,0.5405,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,68.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1629
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,8,-,-,-,194,-,-,-,-,-,No,-,Cold,-,China,No,-,580.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MF210W80BT,MF210W80B series,AS/NZS 2040.1:2005/Amdt 3:2010,5.0020233991769825,-,5.0,-,0.000147,-,0.37,-,"COTTON ECO, TEMP. 60, SPIN 1400",-,"Australia,Fiji,New Zealand",0.37,-,173282,Approved,268.0,-,0.0,-,Drum,-,0.5405,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,68.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1629
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIDEA,8,-,-,-,194,-,-,-,-,-,No,-,Cold,-,China,No,-,580.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,MF210W80B series,MF210W80B series,AS/NZS 2040.1:2005/Amdt 3:2010,5.0020233991769825,-,5.0,-,0.000147,-,0.37,-,"COTTON ECO, TEMP. 60, SPIN 1400",-,"Australia,Fiji,New Zealand",0.37,-,173282,Approved,268.0,-,0.0,-,Drum,-,0.5405,-,595.0,-,2030-09-24,,Single product class,Available,,,59.0,-,68.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1629
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,12,-,-,-,275,-,N/A,N/A,N/A,N/A,No,N/A,Cold,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,WH1260PG5,WH1260P Series,AS/NZS 2040.1:2021,5.078034388914823,-,5.0,-,2e-05,-,0.589,N/A,"Cotton, Item:Durable, Colour:White, Auto Dose: Manual",-,"Australia,New Zealand",-,-,173304,Approved,401.0,-,N/A,N/A,Drum,N/A,0.5502,-,-,N/A,2030-10-03,,Single product class,Available,,,409.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1632
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,12,-,-,-,275,-,N/A,N/A,N/A,N/A,No,N/A,Cold,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,WH1260P5,WH1260P Series,AS/NZS 2040.1:2021,5.078034388914823,-,5.0,-,2e-05,-,0.589,N/A,"Cotton, Item:Durable, Colour:White, Auto Dose: Manual",-,"Australia,New Zealand",-,-,173304,Approved,401.0,-,N/A,N/A,Drum,N/A,0.5502,-,-,N/A,2030-10-03,,Single product class,Available,,,409.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1632
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,12,-,-,-,275,-,N/A,N/A,N/A,N/A,No,N/A,Cold,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,WH1260P Series,WH1260P Series,AS/NZS 2040.1:2021,5.078034388914823,-,5.0,-,2e-05,-,0.589,N/A,"Cotton, Item:Durable, Colour:White, Auto Dose: Manual",-,"Australia,New Zealand",-,-,173304,Approved,401.0,-,N/A,N/A,Drum,N/A,0.5502,-,-,N/A,2030-10-03,,Single product class,Available,,,409.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1632
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,HISENSE,12,-,-,-,300,-,-,-,-,-,Yes,-,Cold,-,China,Yes,-,630.0,-,Drum,-,845.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,HCF8I1215HB,,AS/NZS 2040.1:2005/Amdt 3:2010,5.025327797203703,-,5.0,-,0.0,-,0.54,-,Cotton+40ºC+Rinse 3 times+1500rpm+Turn off Auto Dose+Stain Removal+Grass,-,"Australia,New Zealand",0.54,-,173346,Approved,727.998,-,0.0,-,Drum,-,0.5091,-,595.0,-,2030-09-30,,Single product class,Available,,,727.998,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1635
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,10,-,-,-,220,-,N/A,N/A,N/A,N/A,No,N/A,Cold,N/A,China,Yes,-,-,N/A,Drum type IEC Type B with Sodium Perborate,-,-,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,WH1060D5,WH1060D Series,AS/NZS 2040.1:2021 +A1,5.1392148012354015,-,5.0,-,2e-05,-,0.42,N/A,"Cotton, Item:Durable, Colour:White, Auto Dose:Manual",-,"Australia,New Zealand",-,-,173460,Approved,333.0,-,N/A,N/A,Drum,N/A,0.5539,-,-,N/A,2030-11-23,,Single product class,Available,,,340.0,-,72.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1677
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,10,-,-,-,220,-,N/A,N/A,N/A,N/A,No,N/A,Cold,N/A,China,Yes,-,-,N/A,Drum type IEC Type B with Sodium Perborate,-,-,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,WH1060DG5,WH1060D Series,AS/NZS 2040.1:2021 +A1,5.1392148012354015,-,5.0,-,2e-05,-,0.42,N/A,"Cotton, Item:Durable, Colour:White, Auto Dose:Manual",-,"Australia,New Zealand",-,-,173460,Approved,333.0,-,N/A,N/A,Drum,N/A,0.5539,-,-,N/A,2030-11-23,,Single product class,Available,,,340.0,-,72.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1677
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,10,-,-,-,220,-,N/A,N/A,N/A,N/A,No,N/A,Cold,N/A,China,Yes,-,-,N/A,Drum type IEC Type B with Sodium Perborate,-,-,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,WH1060D Series,WH1060D Series,AS/NZS 2040.1:2021 +A1,5.1392148012354015,-,5.0,-,2e-05,-,0.42,N/A,"Cotton, Item:Durable, Colour:White, Auto Dose:Manual",-,"Australia,New Zealand",-,-,173460,Approved,333.0,-,N/A,N/A,Drum,N/A,0.5539,-,-,N/A,2030-11-23,,Single product class,Available,,,340.0,-,72.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1677
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1209B,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1209FGB,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1209,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1209W,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1210MBK,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1209WX,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1210MBX,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1210FGX,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,12,-,-,-,291,-,-,-,-,-,No,-,Dual,-,"China,South Korea",Yes,-,660.0,-,Drum,-,1655.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWT-1210BX,WWT-1209,AS/NZS 2040.1:2005/Amdt 3:2010,5.07654634753079,-,5.0,-,0.00025,-,0.21,-,"Cotton, Intensive, 40 ℃, Spin 1400",-,"Australia,New Zealand",0.47,-,153648,Approved,389.64,-,0.0,-,Drum,-,0.5113,-,600.0,-,2028-04-16,,Single product class,Available,,,390.0,-,103.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1317
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,16,-,-,-,485,-,-,-,-,-,Yes,-,Cold,-,"China,South Korea,Thailand,Vietnam",Yes,-,780.0,-,Drum,-,950.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WXLC-1016GX,WXLC-1016,AS/NZS 2040.1:2005/Amdt 3:2010,4.501131347923092,-,4.5,-,0.00029,-,0.28,-,"Cotton 40°C, Rinse 4, Spin Extra High, Intensive",-,"Australia,New Zealand",0.5,-,166806,Approved,461.0,-,0.0,-,Drum,-,0.57589,-,650.0,-,2030-01-29,,Single product class,Available,,,460.0,-,164.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1505
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,16,-,-,-,485,-,-,-,-,-,Yes,-,Cold,-,"China,South Korea,Thailand,Vietnam",Yes,-,780.0,-,Drum,-,950.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WXLC-1016,WXLC-1016,AS/NZS 2040.1:2005/Amdt 3:2010,4.501131347923092,-,4.5,-,0.00029,-,0.28,-,"Cotton 40°C, Rinse 4, Spin Extra High, Intensive",-,"Australia,New Zealand",0.5,-,166806,Approved,461.0,-,0.0,-,Drum,-,0.57589,-,650.0,-,2030-01-29,,Single product class,Available,,,460.0,-,164.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1505
